Fecha,Nombre_hospital,Institucion,Estatus_capacidad_hospitalaria,Estatus_capacidad_UCI,Coordenadas
2020-04-28,HG TACUBA,ISSSTE,Media,Media,"19.454384,-99.191231"
2020-04-28,HG DR FERNANDO QUIROZ,ISSSTE,Media,Buena,"19.394242,-99.194187"
2020-04-28,HG IGNACIO ZARAGOZA,ISSSTE,Crítica,Crítica,"19.389472,-99.045019"
2020-04-28,HR PRIMERO DE OCTUBRE,ISSSTE,Crítica,Media,"19.486751,-99.133249"
2020-04-28,"CAMPO MIL. NO. 37-B.     HOSPITAL MILITAR DE ZONA, TEMAMATLA",SEDENA,,,"19.188076,-98.870108"
2020-04-28,"8/O. REGIMIENTO MECANIZADO, ALMOLOYA DE JUÁREZ",SEDENA,,,"19.403838,-99.742294"
2020-04-28,HOSPITAL CENTRAL NORTE,PEMEX,Media,Buena,"19.479895,-99.20088"
2020-04-28,HOSPITAL REGIONAL TLALNEPANTLA ISSEMYM,EDOMEX,Media,Buena,"19.521706,-99.187341"
2020-04-28,HOSPITAL ÁNGELES MOCEL,PRIVADOS,Crítica,Crítica,"19.410855,-99.184695"
2020-04-28,CENTRO MÉDICO ABC CAMPUS OBSERVATORIO,PRIVADOS,Crítica,Crítica,"19.400754,-99.204033"
2020-04-28,CENTRO MÉDICO ABC CAMPUS SANTA FE,PRIVADOS,Buena,Buena,"19.356363,-99.282374"
2020-04-28,HOSPITAL SAN ÁNGEL INN CHAPULTEPEC,PRIVADOS,Buena,Media,"19.421896,-99.172987"
2020-04-28,HOSPITAL SAN ÁNGEL INN UNIVERSIDAD,PRIVADOS,Media,Buena,"19.358908,-99.167569"
2020-04-28,CENTRO DE ATENCIÓN MÉDICA INTEGRAL (HOSPITAL CAMI),PRIVADOS,Media,Buena,"19.424002,-99.10506"
2020-04-28,CENTRO MÉDICO QUIRÚRGICO ESCANDÓN,PRIVADOS,,,"19.402517,-99.172257"
2020-04-28,FUNDACIÓN HOSPITAL NUESTRA SEÑORA DE LA LUZ,PRIVADOS,,,"19.434591,-99.157036"
2020-04-28,HMG HOSPITAL COYOACÁN,PRIVADOS,Buena,Buena,"19.32699,-99.144988"
2020-04-28,HOSPITAL ÁNGELES ACOXPA,PRIVADOS,Media,Buena,"19.299431,-99.134953"
2020-04-28,HOSPITAL DIOMED,PRIVADOS,Buena,Buena,"19.401376,-99.205282"
2020-04-28,CORPORATIVO HOSPITAL SATÉLITE,PRIVADOS,Crítica,Crítica,"19.513536,-99.237738"
2020-04-28,HOSPITAL GENERAL DR. RUBÉN LEÑERO,SEDESA,,,"19.451398,-99.169565"
2020-04-28,HOSPITAL GENERAL BALBUENA,SEDESA,,,"19.424195,-99.115412"
2020-04-28,HOSPITAL GENERAL XOCO,SEDESA,,,"19.360313,-99.162275"
2020-04-28,HOSPITAL GENERAL VILLA,SEDESA,,,"19.480079,-99.103353"
2020-04-28,HOSPITAL PEDIÁTRICO MOCTEZUMA,SEDESA,,,"19.432814,-99.098151"
2020-04-28,HOSPITAL PEDIÁTRICO LEGARIA,SEDESA,,,"19.450699,-99.203637"
2020-04-28,HOSPITAL PEDIÁTRICO TACUBAYA,SEDESA,,,"19.402594,-99.19099"
2020-04-28,HOSPITAL TORRE MÉDICA TEPEPAN,SEDESA,,,"19.275556,-99.144313"
2020-04-28,HOSPITAL PEDIÁTRICO PERALVILLO,SEDESA,,,"19.45961,-99.141249"
2020-04-29,INSTITUTO NACIONAL DE NUTRICIÓN,SSA,Media,Crítica,"19.289599,-99.155441"
2020-04-29,HOSPITAL INFANTIL DE MÉXICO FEDERICO GÓMEZ,SSA,Buena,Buena,"19.410839,-99.151941"
2020-04-29,BELISARIO DOMINGUEZ,SEDESA,,,"19.307226,-99.065356"
2020-04-29,ENRIQUE CABRERA,SEDESA,Media,Media,"19.361675,-99.224432"
2020-04-29,GENERAL TLAHUAC,SEDESA,Crítica,Buena,"19.287492,-99.052665"
2020-04-29,HOSPITAL DE ESPECIALIDADES 01 CMN SIGLO XXI (CDMX SUR),IMSS,Buena,Buena,"19.466549,-99.145102"
2020-04-29,HOSPITAL GENERAL DE ZONA 01 CARLOS MC GREGOR (CDMX SUR),IMSS,Buena,Buena,"19.3696537,-99.1558374"
2020-04-29,HOSPITAL GENERAL DE ZONA 1A PARQUE DE LOS VENADOS (CDMX SUR),IMSS,Media,Buena,"19.374431,-99.151203"
2020-04-29,HOSPITAL GENERAL 01 (CDMX NORTE) LA RAZA,IMSS,Media,Crítica,"19.39574,-99.161677"
2020-04-29,HOSPITAL GENERAL DE ZONA 27 (CDMX NORTE),IMSS,Buena,Buena,"19.454776,-99.140007"
2020-04-29,HOSPITAL GENERAL DE ZONA C/MF 29 (S. JUAN ARAGÓN),IMSS,Buena,Buena,"19.465117,-99.085162"
2020-04-29,HOSPITAL GENERAL DE ZONA 47 (CDMX SUR) (IZP),IMSS,Buena,Buena,"19.357566,-99.054269"
2020-04-29,HOSPITAL GENERAL REGIONAL 72,IMSS,Buena,Buena,"19.542797,-99.205022"
2020-04-29,HOSPITAL GENERAL REGIONAL 200,IMSS,Buena,Buena,"19.742905,-98.972971"
2020-04-29,HOSPITAL GENERAL DE ZONA 98 (COACALCO),IMSS,Media,Buena,"19.638165,-99.098892"
2020-04-29,CENTRO MEDICO 20 DE NOVIEMBRE,ISSSTE,Buena,Buena,"19.37272,-99.171205"
2020-04-29,HG IGNACIO ZARAGOZA,ISSSTE,Media,Buena,"19.389472,-99.045019"
2020-04-29,HR LIC. ADOLFO LÓPEZ MATEOS,ISSSTE,Crítica,Media,"19.358451,-99.172716"
2020-04-29,"HOSPITAL MILITAR DE ZONA, CAMPO NO. 1-A",SEDENA,,,"19.457977,-99.227768"
2020-04-29,"HOSPITAL MILITAR DE ZONA, EL VERGEL",SEDENA,,,"19.312522,-99.082521"
2020-04-29,"CAMPO MIL. NO. 37-B, 6/O. BATALLÓN DE FUERZAS ESPECIALES",SEDENA,,,"19.188076,-98.870108"
2020-04-29,CENTRO MÉDICO NAVAL,SEMAR,,,"19.324032,-99.125233"
2020-04-29,ALTA ESPECIALIDAD DE ZUMPANGO,EDOMEX,Crítica,Buena,"19.815198,-99.089196"
2020-04-29,HOSPITAL REGIONAL TLALNEPANTLA ISSEMYM,EDOMEX,Buena,Media,"19.521706,-99.187341"
2020-04-29,HOSPITAL PARA EL NIÑO IMIEM,EDOMEX,Media,Buena,"19.272014,-99.660919"
2020-04-29,CENTRO MÉDICO ABC CAMPUS OBSERVATORIO,PRIVADOS,,,"19.400754,-99.204033"
2020-04-29,CENTRO MÉDICO ABC CAMPUS SANTA FE,PRIVADOS,Crítica,Crítica,"19.356363,-99.282374"
2020-04-29,HMG HOSPITAL COYOACÁN,PRIVADOS,,,"19.32699,-99.144988"
2020-04-29,HOSPITAL DE ESPECIALIDADES MIG,PRIVADOS,Buena,Crítica,"19.491579,-99.126636"
2020-04-29,HOSPITAL DIOMED,PRIVADOS,Media,Crítica,"19.401376,-99.205282"
2020-04-29,HOSPITAL ÁNGELES METROPOLITANO,PRIVADOS,Buena,Buena,"19.407125,-99.167048"
2020-04-29,HOSPITAL ÁNGELES MÉXICO,PRIVADOS,Buena,Media,"19.400075,-99.172655"
2020-04-29,CORPORATIVO HOSPITAL SATÉLITE,PRIVADOS,Buena,,"19.513536,-99.237738"
2020-04-29,HOSPITAL GENERAL BALBUENA,SEDESA,,,"19.424195,-99.115412"
2020-04-29,CLÍNICA HOSPITAL EMILIANO ZAPATA,SEDESA,,,"19.339225,-98.978282"
2020-04-29,HOSPITAL GENERAL TICOMAN,SEDESA,,,"19.514444,-99.137778"
2020-04-29,HOSPITAL PEDIÁTRICO MOCTEZUMA,SEDESA,,,"19.432814,-99.098151"
2020-04-29,HOSPITAL MATERNO INFANTIL MAGDALENA CONTRERAS,SEDESA,,,"19.319364,-99.239095"
2020-04-29,HOSPITAL PEDIÁTRICO IZTAPALAPA,SEDESA,,,"19.356711,-99.107652"
2020-04-30,HOSPITAL GENERAL DE MÉXICO,SSA,Crítica,Crítica,"19.4129258,-99.1520225"
2020-04-30,INSTITUTO  NACIONAL DE CARDIOLOGÍA IGNACIO CHÁVEZ,SSA,Media,Buena,"19.290598,-99.153838"
2020-04-30,BELISARIO DOMINGUEZ,SEDESA,,,"19.307226,-99.065356"
2020-04-30,GENERAL TLAHUAC,SEDESA,Crítica,Buena,"19.287492,-99.052665"
2020-04-30,CITIBANAMEX,SEDESA,Media,Media,"19.439732,-99.224235"
2020-04-30,HOSPITAL DE ESPECIALIDADES 01 CMN SIGLO XXI (CDMX SUR),IMSS,Buena,Buena,"19.466549,-99.145102"
2020-04-30,HOSPITAL GENERAL DE ZONA 01 CARLOS MC GREGOR (CDMX SUR),IMSS,Buena,Buena,"19.3696537,-99.1558374"
2020-04-30,HOSPITAL GENERAL DE ZONA C/UMAA 48 (CDMX NORTE),IMSS,Buena,Buena,"19.482375,-99.213046"
2020-04-30,HOSPITAL DE ESPECIALIDADES 01 (CDMX NORTE) LA RAZA (AZC),IMSS,Crítica,Buena,"19.467169,-99.143785"
2020-04-30,HOSPITAL GENERAL DE ZONA 47 (CDMX SUR) (IZP),IMSS,Buena,Buena,"19.357566,-99.054269"
2020-04-30,HOSPITAL GENERAL DE ZONA 57 (LA QUEBRADA),IMSS,Buena,Buena,"19.597387,-99.188426"
2020-04-30,HOSPITAL GENERAL DE ZONA 58 (LAS MARGARITAS),IMSS,Buena,Buena,"19.530797,-99.222446"
2020-04-30,HOSPITAL GENERAL DE ZONA 68 (TULPETLAC),IMSS,Buena,Buena,"19.57007,-99.044009"
2020-04-30,HOSPITAL GENERAL DE ZONA 71 (CHALCO),IMSS,Buena,Buena,"19.259803,-98.893368"
2020-04-30,HG JOSE MARIA MORELOS,ISSSTE,Crítica,Buena,"19.363918,-98.995393"
2020-04-30,HR PRIMERO DE OCTUBRE,ISSSTE,Crítica,Crítica,"19.486751,-99.133249"
2020-04-30,HOSPITAL CENTRAL MILITAR,SEDENA,Buena,Buena,"19.437367,-99.216057"
2020-04-30,22/O. BATALLÓN DE POLICÍA MILITAR,SEDENA,,,"19.405526,-99.135839"
2020-04-30,"CAMPO MIL. NO. 37-B.     HOSPITAL MILITAR DE ZONA, TEMAMATLA",SEDENA,,,"19.188076,-98.870108"
2020-04-30,CENTRO MÉDICO NAVAL,SEMAR,,,"19.324032,-99.125233"
2020-04-30,HOSPITAL CENTRAL SUR DE ALTA ESPECIALIDAD,PEMEX,Crítica,Media,"19.308751,-99.218739"
2020-04-30,HOSPITAL REGIONAL TLALNEPANTLA ISSEMYM,EDOMEX,Media,Media,"19.521706,-99.187341"
2020-04-30,CENTRO MÉDICO TOLUCA ISSEMYM,EDOMEX,Media,Buena,"19.286062,-99.585976"
2020-04-30,HOSPITAL PARA EL NIÑO IMIEM,EDOMEX,Media,Media,"19.272014,-99.660919"
2020-04-30,HOSPITAL SEDNA,PRIVADOS,Crítica,Crítica,"19.303354,-99.17422"
2020-04-30,HOSPITAL ÁNGELES PEDREGAL,PRIVADOS,Media,Buena,"19.31244,-99.22124"
2020-04-30,NUEVO SANATORIO DURANGO,PRIVADOS,Buena,Crítica,"19.418658,-99.17126"
2020-04-30,HOSPITAL ÁNGELES ROMA (SANTELENA),PRIVADOS,Buena,Media,"19.415093,-99.157032"
2020-04-30,HOSPITAL ÁNGELES SANTA MÓNICA,PRIVADOS,Buena,Buena,"19.434256,-99.191809"
2020-04-30,CENTRO MÉDICO ABC CAMPUS SANTA FE,PRIVADOS,Crítica,Crítica,"19.356363,-99.282374"
2020-04-30,HOSPITAL SAN ÁNGEL INN CHAPULTEPEC,PRIVADOS,Buena,Buena,"19.421896,-99.172987"
2020-04-30,FUNDACIÓN HOSPITAL NUESTRA SEÑORA DE LA LUZ,PRIVADOS,,,"19.434591,-99.157036"
2020-04-30,HOSPITAL ÁNGELES LINDAVISTA,PRIVADOS,Buena,Buena,"19.486673,-99.129583"
2020-04-30,CORPORATIVO HOSPITAL SATÉLITE,PRIVADOS,Buena,,"19.513536,-99.237738"
2020-04-30,HOSPITAL GENERAL XOCO,SEDESA,,,"19.360313,-99.162275"
2020-04-30,HOSPITAL PEDIÁTRICO IZTACALCO,SEDESA,,,"19.402722,-99.117628"
2020-04-30,HOSPITAL PEDIÁTRICO MOCTEZUMA,SEDESA,,,"19.432814,-99.098151"
2020-04-30,HOSPITAL MATERNO INFANTIL TOPILEJO,SEDESA,,,"19.199206,-99.140064"
2020-04-30,HOSPITAL MATERNO INFANTIL MAGDALENA CONTRERAS,SEDESA,,,"19.319364,-99.239095"
2020-04-30,HOSPITAL PEDIÁTRICO LEGARIA,SEDESA,,,"19.450699,-99.203637"
2020-04-30,HOSPITAL MATERNO PEDIÁTRICO XOCHIMILCO,SEDESA,,,"19.254376,-99.104643"
2020-05-01,INER,SSA,Buena,Crítica,"19.291375,-99.158653"
2020-05-01,HOSPITAL GENERAL DE MÉXICO,SSA,Crítica,Crítica,"19.4129258,-99.1520225"
2020-05-01,HOSPITAL JUAREZ,SSA,Crítica,Crítica,"19.481829,-99.135576"
2020-05-01,INSTITUTO  NACIONAL DE CARDIOLOGÍA IGNACIO CHÁVEZ,SSA,Media,Buena,"19.290598,-99.153838"
2020-05-01,GENERAL TLAHUAC,SEDESA,Buena,Media,"19.287492,-99.052665"
2020-05-01,PEDIATRICO DE LA VILLA,SEDESA,Buena,Buena,"19.487355,-99.114316"
2020-05-01,HOSPITAL GENERAL DE ZONA 1A PARQUE DE LOS VENADOS (CDMX SUR),IMSS,Media,Media,"19.374431,-99.151203"
2020-05-01,HOSPITAL GENERAL 01 (CDMX NORTE) LA RAZA,IMSS,Media,Crítica,"19.39574,-99.161677"
2020-05-01,HOSPITAL GENERAL DE ZONA 24 (CDMX NORTE),IMSS,Buena,Buena,"19.483221,-99.128448"
2020-05-01,HOSPITAL GENERAL DE ZONA 30 (CDMX SUR),IMSS,Buena,Buena,"19.398836,-99.116913"
2020-05-01,HOSPITAL GENERAL DE ZONA 32 (CDMX SUR),IMSS,Buena,Buena,"19.307964,-99.130677"
2020-05-01,HOSPITAL GENERAL DE ZONA C/UMAA 48 (CDMX NORTE),IMSS,Buena,Buena,"19.482375,-99.213046"
2020-05-01,HOSPITAL DE ESPECIALIDADES 01 (CDMX NORTE) LA RAZA (AZC),IMSS,Crítica,Buena,"19.467169,-99.143785"
2020-05-01,HOSPITAL GENERAL DE ZONA 53,IMSS,Media,Buena,"19.356913,-98.990929"
2020-05-01,HOSPITAL GENERAL DE ZONA 197,IMSS,Media,Buena,"19.515133,-98.89145"
2020-05-01,HOSPITAL GENERAL DE ZONA 58 (LAS MARGARITAS),IMSS,Buena,Buena,"19.530797,-99.222446"
2020-05-01,HOSPITAL GENERAL DE ZONA 71 (CHALCO),IMSS,Buena,Buena,"19.259803,-98.893368"
2020-05-01,HOSPITAL GENERAL DE ZONA 98 (COACALCO),IMSS,Media,Buena,"19.638165,-99.098892"
2020-05-01,HG DARIO FERNANDEZ FIERRO,ISSSTE,Media,Crítica,"19.363602,-99.188608"
2020-05-01,HG DR FERNANDO QUIROZ,ISSSTE,Media,Media,"19.394242,-99.194187"
2020-05-01,HR LIC. ADOLFO LÓPEZ MATEOS,ISSSTE,Crítica,Media,"19.358451,-99.172716"
2020-05-01,H.G.TOLUCA,ISSSTE,Crítica,Crítica,"19.256918,-99.635872"
2020-05-01,"HOSPITAL MILITAR DE ZONA, EL VERGEL",SEDENA,,,"19.312522,-99.082521"
2020-05-01,81/O. BATALLÓN DE INFANTERÍA Y ESCUELA MILITAR DE INFANTERÍA,SEDENA,,,"19.264736,-99.152936"
2020-05-01,"CAMPO MIL. NO. 37-B, 6/O. BATALLÓN DE FUERZAS ESPECIALES",SEDENA,,,"19.188076,-98.870108"
2020-05-01,"8/O. REGIMIENTO MECANIZADO, ALMOLOYA DE JUÁREZ",SEDENA,,,"19.403838,-99.742294"
2020-05-01,ALTA ESPECIALIDAD DE ZUMPANGO,EDOMEX,Crítica,Buena,"19.815198,-99.089196"
2020-05-01,"HOSPITAL GENERAL ECATEPEC ""LAS AMÉRICAS""",EDOMEX,Crítica,Media,"19.594136,-99.018679"
2020-05-01,HOSPITAL ÁNGELES MOCEL,PRIVADOS,Crítica,Buena,"19.410855,-99.184695"
2020-05-01,MÉDICA SUR,PRIVADOS,Crítica,Crítica,"19.31244,-99.22124"
2020-05-01,NUEVO SANATORIO DURANGO,PRIVADOS,Buena,Crítica,"19.418658,-99.17126"
2020-05-01,HOSPITAL ÁNGELES ROMA (SANTELENA),PRIVADOS,Buena,Media,"19.415093,-99.157032"
2020-05-01,HOSPITAL ÁNGELES SANTA MÓNICA,PRIVADOS,Buena,Buena,"19.434256,-99.191809"
2020-05-01,HOSPITAL SAN ÁNGEL INN CHAPULTEPEC,PRIVADOS,Buena,Buena,"19.421896,-99.172987"
2020-05-01,HOSPITAL SAN ÁNGEL INN UNIVERSIDAD,PRIVADOS,Buena,Buena,"19.358908,-99.167569"
2020-05-01,CENTRO DE ATENCIÓN MÉDICA INTEGRAL (HOSPITAL CAMI),PRIVADOS,Media,Buena,"19.424002,-99.10506"
2020-05-01,CENTRO MÉDICO DALINDE,PRIVADOS,Crítica,Buena,"19.40526,-99.168017"
2020-05-01,HOSPITAL ÁNGELES LOMAS,PRIVADOS,Media,Buena,"19.394636,-99.282021"
2020-05-01,HOSPITAL ÁNGELES CLÍNICA LONDRES,PRIVADOS,,,"19.421693,-99.156934"
2020-05-01,HOSPITAL DIOMED,PRIVADOS,Media,Crítica,"19.401376,-99.205282"
2020-05-01,HOSPITAL OBREGÓN,PRIVADOS,Crítica,Crítica,"19.418468,-99.160702"
2020-05-01,HOSPITAL GENERAL MILPA ALTA,SEDESA,Crítica,Crítica,"19.200951,-99.01121"
2020-05-01,CLÍNICA HOSPITAL EMILIANO ZAPATA,SEDESA,,,"19.339225,-98.978282"
2020-05-01,HOSPITAL PEDIÁTRICO IZTACALCO,SEDESA,,,"19.402722,-99.117628"
2020-05-01,HOSPITAL MATERNO PEDIÁTRICO XOCHIMILCO,SEDESA,,,"19.254376,-99.104643"
2020-05-01,HOSPITAL PEDIÁTRICO TACUBAYA,SEDESA,,,"19.402594,-99.19099"
2020-05-01,HOSPITAL GENERAL GREGORIO SALAS,SEDESA,,,"19.437705,-99.129572"
2020-05-01,HOSPITAL PEDIÁTRICO COYOACÁN,SEDESA,,,"19.345818,-99.168076"
2020-05-01,HOSPITAL PEDIÁTRICO IZTAPALAPA,SEDESA,,,"19.356711,-99.107652"
2020-05-01,HOSPITAL GENERAL IZTAPALAPA,SEDESA,,,"19.343426,-99.027236"
2020-05-02,INER,SSA,Buena,Crítica,"19.291375,-99.158653"
2020-05-02,INSTITUTO  NACIONAL DE CARDIOLOGÍA IGNACIO CHÁVEZ,SSA,Crítica,Crítica,"19.290598,-99.153838"
2020-05-02,HOSPITAL REGIONAL DE ALTA ESPECIALIDAD DE IXTAPALUCA,SSA,Media,Media,"19.318796,-98.855353"
2020-05-02,BELISARIO DOMINGUEZ,SEDESA,Media,Buena,"19.307226,-99.065356"
2020-05-02,PEDIATRICO DE LA VILLA,SEDESA,Buena,Buena,"19.487355,-99.114316"
2020-05-02,HOSPITAL GENERAL AJUSCO MEDIO,SEDESA,Media,Media,"19.272165,-99.207846"
2020-05-02,HOSPITAL DE PEDIATRIA 01 CMN SIGLO XXI (CDMX SUR),IMSS,Buena,Buena,"19.407531,-99.151986"
2020-05-02,HOSPITAL GENERAL DE ZONA 01 CARLOS MC GREGOR (CDMX SUR),IMSS,Media,Media,"19.3696537,-99.1558374"
2020-05-02,HOSPITAL DE INFECTOLOGIA 01 LA RAZA (CDMX NORTE),IMSS,Media,Crítica,"19.464865,-99.144859"
2020-05-02,HOSPITAL GENERAL DE ZONA 24 (CDMX NORTE),IMSS,Buena,Buena,"19.483221,-99.128448"
2020-05-02,HOSPITAL GENERAL DE ZONA 2A (CDMX SUR),IMSS,Buena,Buena,"19.405495,-99.1122"
2020-05-02,HOSPITAL GENERAL DE ZONA 32 (CDMX SUR),IMSS,Buena,Buena,"19.307964,-99.130677"
2020-05-02,HOSPITAL GENERAL DE ZONA C/UMAA 48 (CDMX NORTE),IMSS,Buena,Media,"19.482375,-99.213046"
2020-05-02,HOSPITAL GENERAL REGIONAL 72,IMSS,Media,Crítica,"19.542797,-99.205022"
2020-05-02,HOSPITAL GENERAL REGIONAL 200,IMSS,Media,Buena,"19.742905,-98.972971"
2020-05-02,HOSPITAL GENERAL DE ZONA 197,IMSS,Media,Buena,"19.515133,-98.89145"
2020-05-02,HOSPITAL GENERAL DE ZONA 57 (LA QUEBRADA),IMSS,Buena,Buena,"19.597387,-99.188426"
2020-05-02,HOSPITAL GENERAL DE ZONA 58 (LAS MARGARITAS),IMSS,Buena,Buena,"19.530797,-99.222446"
2020-05-02,CENTRO MEDICO 20 DE NOVIEMBRE,ISSSTE,Media,Crítica,"19.37272,-99.171205"
2020-05-02,HR LIC. ADOLFO LÓPEZ MATEOS,ISSSTE,Crítica,Buena,"19.358451,-99.172716"
2020-05-02,81/O. BATALLÓN DE INFANTERÍA Y ESCUELA MILITAR DE INFANTERÍA,SEDENA,,,"19.264736,-99.152936"
2020-05-02,"CAMPO MIL. NO. 37-B.     HOSPITAL MILITAR DE ZONA, TEMAMATLA",SEDENA,,,"19.188076,-98.870108"
2020-05-02,HOSPITAL PARA EL NIÑO IMIEM,EDOMEX,Buena,Buena,"19.272014,-99.660919"
2020-05-02,"HOSPITAL GENERAL ECATEPEC ""LAS AMÉRICAS""",EDOMEX,Crítica,Buena,"19.594136,-99.018679"
2020-05-02,HOSPITAL ÁNGELES CLÍNICA LONDRES,PRIVADOS,Buena,Crítica,"19.421693,-99.156934"
2020-05-02,HOSPITAL ÁNGELES MOCEL,PRIVADOS,Crítica,Crítica,"19.410855,-99.184695"
2020-05-02,HOSPITAL ÁNGELES PEDREGAL,PRIVADOS,Crítica,Crítica,"19.31244,-99.22124"
2020-05-02,HOSPITAL ÁNGELES SANTA MÓNICA,PRIVADOS,,,"19.434256,-99.191809"
2020-05-02,CENTRO MÉDICO ABC CAMPUS OBSERVATORIO,PRIVADOS,Crítica,Crítica,"19.400754,-99.204033"
2020-05-02,CENTRO MÉDICO QUIRÚRGICO ESCANDÓN,PRIVADOS,,,"19.402517,-99.172257"
2020-05-02,HOSPITAL DIOMED,PRIVADOS,Buena,Buena,"19.401376,-99.205282"
2020-05-02,HOSPITAL DE ESPECIALIDADES MIG,PRIVADOS,Buena,Buena,"19.491579,-99.126636"
2020-05-02,CORPORATIVO HOSPITAL SATÉLITE,PRIVADOS,Crítica,Crítica,"19.513536,-99.237738"
2020-05-02,HOSPITAL GENERAL XOCO,SEDESA,,,"19.360313,-99.162275"
2020-05-02,CLÍNICA HOSPITAL EMILIANO ZAPATA,SEDESA,,,"19.339225,-98.978282"
2020-05-02,HOSPITAL GENERAL VILLA,SEDESA,,,"19.480079,-99.103353"
2020-05-02,HOSPITAL GENERAL TICOMAN,SEDESA,,,"19.514444,-99.137778"
2020-05-02,HOSPITAL PEDIÁTRICO AZCAPOTZALCO,SEDESA,,,"19.484418,-99.185442"
2020-05-02,HOSPITAL MATERNO INFANTIL TOPILEJO,SEDESA,,,"19.199206,-99.140064"
2020-05-02,HOSPITAL MATERNO INFANTIL MAGDALENA CONTRERAS,SEDESA,,,"19.319364,-99.239095"
2020-05-02,HOSPITAL PEDIÁTRICO LEGARIA,SEDESA,,,"19.450699,-99.203637"
2020-05-02,HOSPITAL MATERNO PEDIÁTRICO XOCHIMILCO,SEDESA,,,"19.254376,-99.104643"
2020-05-02,HOSPITAL GENERAL GREGORIO SALAS,SEDESA,,,"19.437705,-99.129572"
2020-05-02,HOSPITAL PEDIÁTRICO IZTAPALAPA,SEDESA,,,"19.356711,-99.107652"
2020-04-14,HOSPITAL GENERAL TLÁHUAC,SEDESA,Crítica,Crítica,"19.287492,-99.052665"
2020-04-14,HOSPITAL PEDIÁTRICO LA VILLA,SEDESA,Media,Crítica,"19.487355,-99.114316"
2020-04-14,HOSPITAL DE ESPECIALIDADES 01 CMN SIGLO XXI,IMSS,Crítica,Crítica,"19.466549,-99.145102"
2020-04-14,HOSPITAL DE INFECTOLOGÍA 01 LA RAZA (CDMX NORTE),IMSS,Buena,Media,"19.465067,-99.144881"
2020-04-14,HOSPITAL GENERAL DE ZONA 30 (CDMX SUR),IMSS,Crítica,Crítica,"19.398836,-99.116913"
2020-04-14,HOSPITAL GENERAL DE ZONA C/MF 08 (CDMX SUR),IMSS,Crítica,Crítica,"19.337137,-99.200142"
2020-04-14,HINF CMN LA RAZA,IMSS,Crítica,Crítica,"19.466905,-99.144616"
2020-04-14,HOSPITAL GENERAL DE ZONA 53,IMSS,,,"19.356913,-98.990929"
2020-04-14,HOSPITAL GENERAL DE ZONA 197,IMSS,,,"19.515133,-98.89145"
2020-04-14,HOSPITAL GENERAL REGIONAL 251,IMSS,,,"19.246755,-99.576878"
2020-04-14,HOSPITAL GENERAL DE ZONA 194,IMSS,,,"19.4703,-99.234208"
2020-04-14,HG DARIO FERNANDEZ FIERRO,ISSSTE,Buena,Crítica,"19.363602,-99.188608"
2020-04-14,HG TACUBA,ISSSTE,,Media,"19.454384,-99.191231"
2020-04-14,HR PRIMERO DE OCTUBRE,ISSSTE,Buena,Buena,"19.486751,-99.133249"
2020-04-14,CAMPO MILITAR NO 37-B HOSPITAL MILITAR DE ZONA TEMAMATLA,SEDENA,,,"19.188076,-98.870108"
2020-04-14,HOSPITAL MILITAR DE ZONA SANTA MARÍA RAYÓN,SEDENA,,,"19.137953,-99.594466"
2020-04-14,CENTRO MÉDICO NAVAL,SEMAR,,Media,"19.324032,-99.125233"
2020-04-14,HOSPITAL ÁNGELES SANTA MÓNICA,PRIVADOS,,,"19.434303,-99.191799"
2020-04-14,CENTRO MÉDICO ABC CAMPUS SANTA FE,PRIVADOS,Crítica,Crítica,"19.356363,-99.282374"
2020-04-14,CENTRO DE ATENCIÓN MÉDICA INTEGRAL (HOSPITAL CAMI),PRIVADOS,Crítica,Crítica,"19.424002,-99.10506"
2020-04-14,CENTRO MÉDICO QIRÚGICO ESCANDÓN,PRIVADOS,Buena,,"19.402588,-99.172236"
2020-04-14,FUNDACIÓN HOSPITAL NUESTRA SEÑORA DE LA LUZ,PRIVADOS,Buena,,"19.434591,-99.157036"
2020-04-14,HOSPITAL DE COS,PRIVADOS,Buena,,"19.416104,-99.162514"
2020-04-14,HOSPITAL ÁNGELES LINDAVSTA,PRIVADOS,,,"19.486673,-99.129583"
2020-04-14,HOSPITAL DIOMED,PRIVADOS,Crítica,Crítica,"19.401424,-99.205282"
2020-04-14,HOSPITAL ÁNGELES METROPOLITANO,PRIVADOS,Buena,Crítica,"19.407125,-99.167048"
2020-04-14,HOSPITAL OBREGÓN,PRIVADOS,Crítica,,"19.418468,-99.160702"
2020-04-15,HOSPITAL GENERAL DE ZONA 01 CARLOS MC GREGOR (CDMX SUR),IMSS,Buena,Media,"19.395623,-99.161695"
2020-04-15,HOSPITAL GENERAL DE ZONA C/UMAA 48 (CDMX NORTE),IMSS,Media,Media,"19.482375,-99.213046"
2020-04-15,HG DARIO FERNANDEZ FIERRO,ISSSTE,Buena,Crítica,"19.363602,-99.188608"
2020-04-15,ALTA ESPECIALIDAD DE ZUMPANGO,EDOMEX,Crítica,Media,"19.815464,-99.089197"
2020-04-15,HOSPITAL REGIONAL TLANEPANTLA ISSEMYM,EDOMEX,,Buena,"19.521817,-99.187531"
2020-04-15,INSTITUTO NACIONAL DE NUTRICIÓN,SSA,,Buena,"19.289599,-99.155441"
2020-04-15,HOSPITAL GENERAL DR MANUEL GEA GONZÁLEZ,SSA,,Media,"19.290295,-99.160861"
